CustomerID,Age,Gender,Marital_Status,Education,Employment_Type,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Income_Loan_Ratio,Loan_Status
1141,24,Male,Single,Not Graduate,Self-Employed,3919,3064,251,360,0,Urban,0.278207171314741,
1142,50,Male,Single,Not Graduate,Self-Employed,7740,6118,150,360,1,Urban,0.9238666666666666,
1143,57,Male,Married,Not Graduate,Salaried,3393,7804,120,300,1,Urban,0.9330833333333334,
1144,43,Male,Single,Graduate,Self-Employed,6822,6537,479,180,1,Urban,0.2788935281837161,
1145,59,Female,Married,Not Graduate,Salaried,12732,832,212,180,1,Urban,0.639811320754717,
1146,35,Female,Married,Not Graduate,Salaried,11760,7209,222,360,1,Rural,0.8544594594594594,
1147,63,Male,Single,Not Graduate,Salaried,9218,4692,190,180,1,Rural,0.7321052631578947,
1148,49,Female,Single,Not Graduate,Self-Employed,8378,2440,187,180,1,Urban,0.5785026737967914,
1149,56,Female,Married,Not Graduate,Salaried,2625,4795,115,300,1,Urban,0.6452173913043479,
1150,33,Male,Married,Not Graduate,Salaried,4617,1646,247,240,0,Rural,0.2535627530364372,
1151,52,Female,Single,Not Graduate,Salaried,5661,7950,377,120,1,Rural,0.3610344827586207,
1152,27,Male,Single,Graduate,Self-Employed,5542,6114,277,240,1,Urban,0.4207942238267148,
1153,42,Male,Single,Not Graduate,Salaried,14922,440,330,180,1,Rural,0.4655151515151515,
1154,48,Female,Single,Not Graduate,Self-Employed,5933,5956,221,360,1,Semiurban,0.5379638009049774,
1155,22,Female,Married,Not Graduate,Salaried,11862,5736,365,120,1,Semiurban,0.4821369863013698,
1156,62,Female,Married,Not Graduate,Self-Employed,10138,1529,480,120,1,Semiurban,0.2430625,
1157,26,Male,Married,Graduate,Salaried,4158,2965,89,360,1,Rural,0.8003370786516854,
1158,48,Male,Married,Graduate,Salaried,13054,2367,56,120,1,Urban,2.75375,
1159,48,Female,Single,Graduate,Self-Employed,12410,6696,223,360,1,Urban,0.8567713004484305,
1160,64,Female,Single,Graduate,Self-Employed,4983,3286,200,120,1,Urban,0.41345,
1161,64,Female,Married,Graduate,Salaried,4444,5190,260,240,1,Rural,0.3705384615384615,
1162,40,Female,Married,Graduate,Self-Employed,14068,4663,351,120,1,Rural,0.5336467236467236,
1163,50,Male,Married,Not Graduate,Salaried,8710,7062,135,300,0,Semiurban,1.1682962962962964,
1164,31,Female,Married,Graduate,Salaried,9153,4331,446,360,0,Rural,0.3023318385650224,
1165,48,Male,Married,Graduate,Salaried,10287,1304,302,120,1,Semiurban,0.3838079470198675,
1166,45,Male,Married,Not Graduate,Self-Employed,3486,3034,70,360,0,Semiurban,0.9314285714285714,
1167,59,Female,Married,Graduate,Salaried,12442,3688,306,300,1,Urban,0.527124183006536,
1168,53,Female,Married,Not Graduate,Self-Employed,2574,3973,428,120,1,Rural,0.1529672897196261,
1169,21,Female,Married,Not Graduate,Salaried,13661,1185,452,120,1,Urban,0.3284513274336283,
1170,47,Male,Single,Graduate,Self-Employed,5805,3262,430,300,0,Urban,0.210860465116279,
1171,33,Female,Married,Not Graduate,Self-Employed,13913,5128,493,300,1,Rural,0.3862271805273833,
1172,61,Female,Single,Graduate,Salaried,14279,2107,82,300,1,Rural,1.9982926829268293,
1173,23,Male,Single,Graduate,Self-Employed,13272,7036,309,360,1,Semiurban,0.6572168284789645,
1174,59,Female,Married,Not Graduate,Salaried,4507,1840,283,300,1,Semiurban,0.2242756183745583,
1175,26,Male,Married,Not Graduate,Salaried,2469,4320,52,360,1,Semiurban,1.305576923076923,
1176,28,Female,Single,Graduate,Salaried,10272,5938,396,240,1,Semiurban,0.4093434343434343,
1177,47,Male,Single,Not Graduate,Salaried,4324,2747,357,120,1,Urban,0.1980672268907563,
1178,29,Female,Married,Not Graduate,Salaried,13693,4677,276,120,1,Urban,0.6655797101449276,
1179,57,Female,Single,Graduate,Self-Employed,2711,7972,333,180,1,Rural,0.3208108108108108,
1180,53,Male,Married,Graduate,Salaried,1729,7454,119,240,1,Semiurban,0.7716806722689076,
1181,62,Male,Married,Not Graduate,Self-Employed,5784,7137,488,300,1,Semiurban,0.2647745901639344,
1182,64,Female,Married,Graduate,Self-Employed,4685,4264,362,300,0,Semiurban,0.2472099447513812,
1183,44,Male,Single,Graduate,Salaried,2001,3133,413,240,1,Urban,0.1243099273607748,
1184,35,Male,Single,Graduate,Self-Employed,11824,3420,303,300,1,Rural,0.5031023102310231,
1185,52,Male,Married,Graduate,Salaried,1548,1465,193,180,1,Urban,0.1561139896373057,
1186,52,Male,Single,Graduate,Self-Employed,5066,4109,73,360,1,Rural,1.2568493150684932,
1187,44,Female,Single,Graduate,Self-Employed,4555,2211,474,120,1,Rural,0.1427426160337552,
1188,61,Female,Single,Graduate,Self-Employed,10380,5539,283,240,1,Urban,0.5625088339222615,
1189,32,Male,Single,Not Graduate,Salaried,1886,2804,382,120,1,Urban,0.1227748691099476,
1190,59,Male,Single,Graduate,Self-Employed,2469,5966,224,360,1,Rural,0.3765625,
1191,22,Male,Single,Not Graduate,Salaried,13152,1543,381,240,1,Urban,0.3856955380577427,
1192,23,Male,Single,Not Graduate,Self-Employed,10697,1689,374,360,1,Urban,0.3311764705882353,
1193,57,Female,Married,Not Graduate,Self-Employed,7320,1571,406,300,1,Rural,0.2189901477832512,
1194,37,Female,Single,Graduate,Self-Employed,4552,7727,208,300,1,Rural,0.5903365384615384,
1195,22,Male,Single,Graduate,Self-Employed,13109,7764,397,300,1,Semiurban,0.5257682619647355,
1196,22,Male,Single,Not Graduate,Salaried,8897,5147,397,360,1,Urban,0.3537531486146095,
1197,48,Male,Single,Graduate,Salaried,3802,5827,335,360,1,Rural,0.2874328358208955,
1198,43,Female,Single,Not Graduate,Self-Employed,3783,4541,67,360,0,Urban,1.2423880597014925,
1199,57,Male,Single,Graduate,Self-Employed,11299,3279,93,120,1,Urban,1.5675268817204302,
1200,52,Female,Single,Graduate,Salaried,5866,3541,204,360,1,Rural,0.4611274509803921,
1201,53,Male,Single,Not Graduate,Salaried,1622,4811,404,300,1,Semiurban,0.1592326732673267,
1202,21,Female,Married,Not Graduate,Salaried,8299,3023,459,180,1,Rural,0.2466666666666666,
1203,39,Male,Single,Not Graduate,Salaried,10972,818,426,360,1,Rural,0.2767605633802817,
1204,22,Female,Single,Graduate,Self-Employed,5227,6247,280,180,1,Urban,0.4097857142857143,
1205,64,Male,Single,Not Graduate,Self-Employed,9950,6885,420,300,1,Semiurban,0.4008333333333333,
1206,46,Male,Single,Graduate,Salaried,10639,4521,365,360,1,Rural,0.4153424657534246,
1207,52,Male,Married,Graduate,Salaried,6458,1124,451,120,1,Urban,0.1681152993348115,
1208,26,Female,Married,Graduate,Salaried,2024,5660,274,120,1,Rural,0.2804379562043795,
1209,52,Male,Married,Not Graduate,Salaried,10579,6782,266,180,1,Urban,0.6526691729323308,
1210,24,Female,Married,Not Graduate,Salaried,9899,4945,105,120,0,Rural,1.4137142857142857,
1211,31,Female,Married,Not Graduate,Salaried,13074,5641,80,120,1,Semiurban,2.339375,
1212,37,Male,Married,Graduate,Self-Employed,12486,1129,406,120,1,Rural,0.3353448275862069,
1213,58,Male,Married,Graduate,Self-Employed,1648,1702,108,300,1,Urban,0.3101851851851852,
1214,44,Male,Married,Not Graduate,Self-Employed,9501,2001,429,120,1,Rural,0.2681118881118881,
1215,25,Female,Married,Graduate,Salaried,1937,6912,435,240,0,Semiurban,0.2034252873563218,
1216,54,Male,Married,Graduate,Salaried,11894,3878,402,360,1,Semiurban,0.3923383084577114,
1217,26,Female,Married,Not Graduate,Salaried,5249,4372,472,120,1,Semiurban,0.2038347457627118,
1218,42,Female,Married,Not Graduate,Self-Employed,12853,7232,494,120,1,Semiurban,0.406578947368421,
1219,31,Male,Married,Not Graduate,Salaried,13593,1806,284,120,1,Urban,0.542218309859155,
1220,36,Male,Married,Graduate,Salaried,9686,2947,156,240,1,Rural,0.8098076923076923,
1221,53,Male,Married,Graduate,Self-Employed,5953,6331,240,120,1,Semiurban,0.5118333333333334,
1222,29,Male,Married,Graduate,Salaried,12937,7484,67,120,1,Rural,3.0479104477611942,
1223,26,Male,Single,Graduate,Self-Employed,6836,6035,450,360,0,Urban,0.2860222222222222,
1224,36,Male,Married,Graduate,Self-Employed,6051,3209,275,240,1,Rural,0.3367272727272727,
1225,49,Female,Single,Not Graduate,Salaried,4323,7510,216,240,0,Rural,0.5478240740740741,
1226,23,Female,Married,Graduate,Self-Employed,7228,2152,120,120,1,Semiurban,0.7816666666666666,
1227,40,Female,Married,Graduate,Salaried,14416,4641,411,240,0,Semiurban,0.4636739659367396,
1228,56,Male,Single,Graduate,Self-Employed,12962,6523,103,180,1,Urban,1.891747572815534,
1229,39,Female,Married,Not Graduate,Salaried,10177,4205,294,240,1,Rural,0.4891836734693877,
1230,46,Female,Single,Not Graduate,Self-Employed,9891,544,399,240,1,Urban,0.2615288220551378,
1231,23,Female,Single,Not Graduate,Salaried,14158,2401,125,240,1,Urban,1.32472,
1232,39,Female,Single,Graduate,Self-Employed,14801,4838,84,300,1,Urban,2.3379761904761907,
1233,40,Female,Married,Not Graduate,Self-Employed,3482,2364,316,300,0,Semiurban,0.185,
1234,52,Male,Married,Not Graduate,Self-Employed,8496,1289,366,300,0,Semiurban,0.2673497267759563,
1235,27,Male,Married,Not Graduate,Salaried,11163,3765,349,240,1,Rural,0.4277363896848137,
1236,61,Female,Single,Graduate,Salaried,14035,1875,170,180,1,Rural,0.9358823529411764,
1237,53,Female,Single,Not Graduate,Self-Employed,14575,5184,373,240,1,Rural,0.5297319034852547,
1238,60,Female,Married,Graduate,Salaried,3811,4428,74,120,0,Semiurban,1.1133783783783784,
1239,59,Male,Married,Graduate,Self-Employed,8725,5632,481,180,0,Semiurban,0.2984823284823285,
1240,38,Male,Married,Not Graduate,Salaried,13065,5252,209,300,1,Urban,0.8764114832535885,
1241,60,Female,Married,Graduate,Self-Employed,11770,4687,133,360,0,Semiurban,1.2373684210526317,
1242,21,Male,Married,Not Graduate,Salaried,11213,782,163,180,0,Urban,0.7358895705521472,
1243,31,Male,Single,Graduate,Self-Employed,2104,7920,272,300,0,Urban,0.3685294117647059,
1244,48,Female,Single,Not Graduate,Self-Employed,9675,539,437,180,0,Semiurban,0.2337299771167048,
1245,45,Male,Single,Not Graduate,Self-Employed,13540,2782,215,180,1,Urban,0.7591627906976744,
1246,43,Male,Married,Not Graduate,Self-Employed,13034,5654,240,240,0,Urban,0.7786666666666666,
1247,51,Female,Single,Graduate,Salaried,7285,5615,224,120,1,Rural,0.5758928571428571,
1248,50,Male,Single,Not Graduate,Self-Employed,11109,2668,50,360,1,Urban,2.7554,
1249,62,Male,Single,Graduate,Salaried,6097,4714,436,300,1,Semiurban,0.2479587155963303,
1250,55,Female,Single,Not Graduate,Salaried,9259,7824,278,180,1,Semiurban,0.6144964028776978,
1251,27,Male,Single,Graduate,Self-Employed,13567,7536,135,360,0,Urban,1.5631851851851852,
1252,36,Male,Married,Graduate,Salaried,9032,3937,111,180,1,Rural,1.1683783783783783,
1253,46,Female,Single,Not Graduate,Salaried,12625,2956,369,120,1,Semiurban,0.4222493224932249,
1254,22,Female,Married,Not Graduate,Salaried,10240,3722,450,360,1,Semiurban,0.3102666666666667,
1255,21,Female,Married,Not Graduate,Self-Employed,2338,3867,431,300,0,Rural,0.1439675174013921,
1256,32,Male,Married,Not Graduate,Salaried,5315,1833,255,180,1,Urban,0.280313725490196,
1257,25,Female,Married,Not Graduate,Salaried,2347,5087,154,120,1,Semiurban,0.4827272727272727,
1258,57,Male,Married,Graduate,Self-Employed,6209,2146,367,360,1,Urban,0.2276566757493188,
1259,52,Female,Single,Not Graduate,Self-Employed,6007,6460,340,180,1,Urban,0.3666764705882352,
1260,29,Male,Single,Not Graduate,Salaried,8075,2170,299,180,1,Urban,0.3426421404682274,
1261,61,Female,Married,Graduate,Self-Employed,6273,3391,62,300,1,Urban,1.5587096774193547,
1262,55,Female,Married,Not Graduate,Salaried,13946,6942,212,120,1,Semiurban,0.9852830188679246,
1263,39,Female,Married,Not Graduate,Salaried,5968,1616,92,240,1,Rural,0.8243478260869566,
1264,36,Female,Single,Graduate,Salaried,11964,5614,435,180,0,Semiurban,0.4040919540229885,
1265,23,Male,Married,Not Graduate,Self-Employed,6692,6600,489,360,1,Rural,0.2718200408997955,
1266,40,Female,Single,Not Graduate,Salaried,4820,4617,160,300,1,Urban,0.5898125,
1267,44,Female,Married,Not Graduate,Self-Employed,12250,6663,254,300,1,Rural,0.7446062992125985,
1268,53,Male,Single,Graduate,Self-Employed,6198,916,433,180,0,Urban,0.1642956120092378,
1269,44,Female,Married,Not Graduate,Salaried,5811,4812,305,180,1,Semiurban,0.3482950819672131,
1270,31,Male,Single,Graduate,Self-Employed,11688,6458,356,180,1,Semiurban,0.5097191011235955,
1271,28,Female,Married,Not Graduate,Self-Employed,5173,2756,487,240,1,Rural,0.1628131416837782,
1272,56,Female,Single,Graduate,Self-Employed,3064,6853,193,180,1,Urban,0.5138341968911917,
1273,58,Female,Single,Not Graduate,Self-Employed,13710,7709,195,120,0,Urban,1.0984102564102565,
1274,60,Male,Single,Graduate,Self-Employed,3340,7646,440,360,1,Rural,0.2496818181818181,
1275,40,Female,Single,Graduate,Salaried,7558,1936,350,180,0,Urban,0.2712571428571428,
1276,55,Female,Single,Graduate,Self-Employed,8631,4042,213,240,1,Urban,0.5949765258215962,
1277,45,Female,Single,Graduate,Salaried,12983,3091,218,360,1,Urban,0.7373394495412844,
1278,55,Male,Single,Graduate,Salaried,12579,4655,347,300,1,Semiurban,0.496657060518732,
1279,45,Male,Married,Graduate,Salaried,2226,968,282,180,1,Semiurban,0.1132624113475177,
